,Summons Number,Plate ID,Registration State,Plate Type,Issue Date,Violation Code,Vehicle Body Type,Vehicle Make,Issuing Agency,Street Code1,Street Code2,Street Code3,Vehicle Expiration Date,Violation Location,Violation Precinct,Issuer Precinct,Issuer Code,Issuer Command,Issuer Squad,Violation Time,Time First Observed,Violation County,Violation In Front Of Or Opposite,House Number,Street Name,Intersecting Street,Date First Observed,Law Section,Sub Division,Violation Legal Code,Days Parking In Effect    ,From Hours In Effect,To Hours In Effect,Vehicle Color,Unregistered Vehicle?,Vehicle Year,Meter Number,Feet From Curb,Violation Post Code,Violation Description,No Standing or Stopping Violation,Hydrant Violation,Double Parking Violation,Latitude,Longitude,Community Board,Community Council ,Census Tract,BIN,BBL,NTA
1539,1259664028,T656656C,NY,OMT,07/09/2015,71,FOUR,LINCO,P,42730,18630,12930,20151130,79.0,79,301,356970,T301,0,0245P,,K,F,1211,FULTON ST,,0,408,I4,,BBBBBBB,ALL,ALL,BLACK,0.0,2006,-,0,,,,,,,,,,,,,
1540,1259664030,GTA3427,NY,PAS,07/09/2015,40,SUBN,,P,42730,89730,80230,20160820,79.0,79,301,356970,T301,0,0314P,,K,F,973,FULTON ST,,0,408,J6,,BBBBBBB,ALL,ALL,GREY,0.0,2004,-,5,,,,,,,,,,,,,
1541,1259664119,GVX2631,NY,PAS,07/08/2015,38,SUBN,FORD,P,44930,20130,53530,20160311,90.0,90,301,356331,T301,0,0244P,,K,F,138,GRAHAM AVE,,0,408,I3,,YYYYYYB,08 3A,07 0P,GRAY,0.0,2014,-,0,,,,,,,,,,,,,
1542,1259664120,GRJ8398,NY,PAS,07/08/2015,71,SUBN,DODGE,P,44930,76130,59730,20160622,90.0,90,301,356531,T301,0,0251P,,K,F,91,GRAHAM AVE,,0,408,I4,,BBBBBBB,ALL,ALL,,0.0,2005,-,0,,,,,,,,,,,,,
1543,1259664132,GMR2658,NY,PAS,07/08/2015,37,SDN,NISSA,P,44930,76130,59730,20160327,90.0,90,301,356531,T301,0,0251P,0237P,K,F,91,GRAHAM AVE,,0,408,J6,,YYYYYYB,08 0A,07 0P,,0.0,2002,319-3004,0,,,,,,,,,,,,,
1544,1259664193,GJP9407,NY,PAS,07/09/2015,38,SDN,BMW,P,61830,48830,27530,20161213,84.0,84,301,356531,T301,0,1122A,,K,F,138,MONTAGUE ST,,0,408,I4,,YYBYYYB,0800A,0700P,BLUE,0.0,2013,-,0,,,,,,,,,,,,,
1545,1259664200,GYD5716,NY,PAS,07/09/2015,37,SDN,HYUND,P,73220,48830,27530,20170607,84.0,84,301,356531,T301,0,1136A,,K,F,116,REMSEN ST,,0,408,I4,,YYBYYBB,0830A,0700P,RED,0.0,2011,301-3552,0,,,,,,,,,,,,,
1546,1259664223,GRK1117,NY,PAS,07/09/2015,37,SDN,NISSA,P,0,40404,40404,20160804,84.0,84,301,356531,T301,0,1153A,,K,F,142,JORALEMONT ST,,0,408,E2,,YYYYYBB,0800,0700P,,0.0,2004,301-3622,0,,,,,,,,,,,,,
1547,1259664259,GTY1318,NY,PAS,07/09/2015,37,P-U,HONDA,P,13430,49630,48830,20160925,84.0,84,301,356531,T301,0,1219P,,K,F,92,ATLANTIC AVE,,0,408,I3,,YBBYYYB,0730A,0700P,,0.0,2014,301-3614,0,,,,,,,,,,,,,
1548,1259664260,GTJ7107,NY,PAS,07/09/2015,38,SUBN,HONDA,P,13430,48830,27530,20160806,84.0,84,301,356531,T301,0,1226P,,K,F,112,ATLANTIC AV,,0,408,I3,,YYYYYBB,0730A,0700P,,0.0,2014,-,0,,,,,,,,,,,,,
1549,1259664272,GMT1670,NY,PAS,07/08/2015,40,SDN,TOYOT,X,74330,95030,18630,20160116,90.0,90,301,355531,T301,0,1146A,,K,F,73,RUTLEDGE ST,,0,408,J6,,BBBBBBB,ALL,ALL,GRAY,0.0,2014,-,0,,,,,,,,,,,,,
1550,1259664326,Y17CFA,NJ,PAS,07/08/2015,40,SDN,TOYOT,X,23230,57830,85330,0,90.0,90,301,355531,T301,0,1239P,,,O,545,BROADWAY,,0,408,J6,,BBBBBBB,ALL,ALL,SILVE,0.0,0,-,1,,,,,,,,,,,,,
1551,1259664351,GKL1787,NY,PAS,07/08/2015,71,SDN,INFIN,X,0,0,0,20150928,90.0,90,301,355531,T301,0,0336P,,K,F,11,GRYHAM AVE,,0,408,E2,,BBBBBBB,ALL,ALL,RD,0.0,2014,-,0,,,,,,,,,,,,,
1552,1259664405,GFE9945,NY,PAS,07/08/2015,71,SUBN,TOYOT,X,0,0,0,20170227,90.0,90,301,355531,T301,0,0209P,,K,F,,,,0,408,J6,,BBBBBBB,ALL,ALL,WHITE,0.0,2013,-,0,,,,,,,,,,,,,
1553,1259664429,JP5EWB,NJ,PAS,07/08/2015,20,SDN,TOYOT,X,0,40404,40404,0,90.0,90,301,355537,T301,0,0202P,,K,O,16-20,MANHATTAN,,0,408,D,,BBBBBBB,ALL,ALL,SILVE,0.0,0,-,0,,,,,,,,,,,,,
1554,1259664430,GXG5045,NY,PAS,07/08/2015,71,SDN,FORD,X,58330,29230,87630,20170618,90.0,90,301,355531,T301,0,0156P,,K,O,10,MANHATTAN AVE,,0,408,D,,BBBBBBB,ALL,ALL,BLACK,0.0,1999,-,0,,,,,,,,,,,,,
1555,1259664442,GFT9535,NY,PAS,07/08/2015,74,SUBN,CHEVR,X,89030,40404,40404,20170418,90.0,90,301,355531,T301,0,0118P,,K,F,,WALLABOUT ST,,0,408,J6,,BBBBBBB,ALL,ALL,GRAY,0.0,2013,-,0,,,,,,,,,,,,,
1556,1259664466,GTT7796,NY,PAS,07/08/2015,46,VAN,FORD,X,74330,95030,18630,20161120,90.0,90,301,355531,T301,0,1200A,,K,F,109,RUTLEDGE ST,,0,408,J6,,BBBBBBB,ALL,ALL,GREEN,0.0,0,-,0,,,,,,,,,,,,,
1557,1259664491,GKH9485,NY,PAS,07/08/2015,21,SDN,CHEVR,P,15180,77730,51030,20151204,84.0,84,301,358133,T301,0,1152A,,K,O,368,BALTIC ST,,0,408,J3,,BBYBBBB,1130A,0100P,GY,0.0,2013,-,0,,,,,,,,,,,,,
1558,1259664594,GCN6506,NY,PAS,07/09/2015,21,SDN,CHEVR,P,18630,49430,70230,20161226,94.0,94,301,358133,T301,0,1122A,,K,F,634,BEDFORD AVE,,0,408,D1,,YBBYBBB,1100A,1230P,SL,0.0,2011,-,0,,,,,,,,,,,,,
1559,1259664600,GVC2131,NY,PAS,07/09/2015,21,VAN,FORD,P,49430,11145,18630,20170119,94.0,94,301,358133,T301,0,1126A,,K,F,113,HEWES ST,,0,408,D1,,YBBYBBB,1100A,1230P,WH,0.0,0,-,0,,,,,,,,,,,,,
1560,1259664612,GTP5833,NY,PAS,07/09/2015,21,SUBN,TOYOT,P,49430,54830,58730,20161005,94.0,94,301,358133,T301,0,1133A,,K,F,191,HEWES ST,,0,408,D1,,YBBYBBB,1100A,1230P,GY,0.0,2015,-,0,,,,,,,,,,,,,
1561,1259664661,WRJ3010,VA,PAS,07/09/2015,46,SDN,MITSU,P,0,40404,40404,20140788,94.0,94,301,358133,T301,0,1202P,,K,F,198-202,WILSON,,0,408,D1,,BBBBBBB,0  :,0  :,SL,0.0,0,-,0,,,,,,,,,,,,,
1562,1259664673,GED1604,NY,PAS,07/08/2015,40,SUBN,CHEVR,P,49530,95030,18630,20170303,90.0,90,301,356519,T301,0,1145A,,K,F,40,HEYWARD ST,,0,408,C,,BBBBBBB,ALL,ALL,GREY,0.0,2012,-,6,,,,,,,,,,,,,
1563,1259664685,GJZ4235,NY,PAS,07/08/2015,40,SDN,VOLKS,P,49530,95030,18630,20160114,90.0,90,301,356519,T301,0,1155A,,K,F,67,HEYWARD ST,,0,408,E2,,BBBBBBB,ALL,ALL,GREEN,0.0,2001,-,6,,,,,,,,,,,,,
1564,1259664697,GHJ6093,NY,PAS,07/08/2015,70,SUBN,HONDA,P,18630,70230,74330,20150702,90.0,90,301,356519,T301,0,1202P,,K,F,653,BEDFORD AVE,,0,408,E2,,BBBBBBB,ALL,ALL,RED,0.0,2013,-,0,,,,,,,,,,,,,
1565,1259664740,GSY2477,NY,PAS,07/08/2015,53,SDN,HONDA,P,73830,54830,93060,20160928,90.0,90,301,356519,T301,0,0308P,,K,F,225,ROSS ST,,0,408,J6,,BBBBBBB,ALL,ALL,SILVR,0.0,2014,-,0,,,,,,,,,,,,,
1566,1259664879,GEE2446,NY,PAS,07/08/2015,71,SUBN,SUBAR,X,32530,51530,23930,20170107,90.0,90,301,358226,T301,0,1225P,,K,F,210,DEVOE ST,,0,408,F1,,BBBBBBB,ALL,ALL,GRAY,0.0,2013,-,0,,,,,,,,,,,,,
1567,1259664880,GLE1092,NY,PAS,07/08/2015,38,SUBN,JEEP,X,45130,55430,58330,20151003,90.0,90,301,358226,T301,0,1254P,,K,F,663,GRAND ST,,0,408,J6,,YYYYYYB,0830A,0700P,WHITE,0.0,0,-,0,,,,,,,,,,,,,
1568,1259664909,G753LX,NY,PAS,07/08/2015,38,SDN,BUICK,X,60530,86430,57030,20170426,90.0,90,301,358226,T301,0,0145P,,K,O,557,METROPOLITAN AVE,,0,408,J6,,YYYYYYB,0800A,0400P,SILVE,0.0,2008,-,0,,,,,,,,,,,,,
1569,1259664934,XANB32,NJ,PAS,07/08/2015,37,VAN,FORD,X,60530,86430,57030,0,90.0,90,301,358226,T301,0,0321P,0305P,K,F,574,METROPOLITAN AVE,,0,408,E2,,YYYYYYB,0900A,0400P,WHITE,0.0,0,323-3035,0,,,,,,,,,,,,,
1570,1259664946,GXW5177,NY,PAS,07/08/2015,38,P-U,MAZDA,X,60530,86430,57030,20150730,90.0,90,301,358226,T301,0,0328P,,K,O,557,METROPOLITAN AVE,,0,408,I3,,YYYYYYB,0900A,0400P,WHITE,0.0,1998,-,0,,,,,,,,,,,,,
1571,1259664958,GRV4090,NY,PAS,07/08/2015,71,,TOYOT,X,44930,52530,93930,20160620,90.0,90,301,358226,T301,0,0354P,,K,F,397,GRAHAM AVE,,0,408,I4,,BBBBBBB,ALL,ALL,ORANG,0.0,2014,-,0,,,,,,,,,,,,,
1572,1259664960,GNH3906,NY,PAS,07/08/2015,71,SUBN,JEEP,X,53970,50630,11930,20160421,90.0,90,301,358226,T301,0,0422P,,K,F,457,KEAP ST,,0,408,J6,,BBBBBBB,ALL,ALL,BLK,0.0,2010,-,0,,,,,,,,,,,,,
1573,1259664971,STJ77A,NJ,PAS,07/09/2015,21,SDN,TOYOT,P,45030,18950,68930,0,77.0,77,301,358226,T301,0,1146A,,K,O,501,GRAND AVE,,0,408,I4,,YBBYBBB,1130A,0100P,SILVE,0.0,0,-,0,,,,,,,,,,,,,
1574,1259664983,ZUW83W,NJ,PAS,07/09/2015,21,SDN,VOLVO,P,45030,18950,68930,0,77.0,77,301,358226,T301,0,1150A,,K,O,501,GRAND AVE,,0,408,D1,,YBBYBBB,1130A,0100P,BLACK,0.0,0,-,0,,,,,,,,,,,,,
1575,1259664995,N85EAM,NJ,PAS,07/09/2015,21,SDN,ACURA,P,45030,18950,68930,0,77.0,77,301,358226,T301,0,1154A,,K,O,501,GRAND AVE,,0,408,D1,,YBBYBBB,1130A,0100P,SILVE,0.0,0,-,0,,,,,,,,,,,,,
1576,1259665008,GCV8177,NY,PAS,07/09/2015,21,SDN,HONDA,P,68930,45030,26730,20161125,77.0,77,301,358226,T301,0,1200P,,K,O,1028,PACIFIC ST,,0,408,D1,,YBBYBBB,1130A,0100P,GRAY,0.0,2009,-,0,,,,,,,,,,,,,
1577,1259665021,GTW5109,NY,PAS,07/09/2015,20,SUBN,VOLKS,P,87330,72730,69330,20161117,77.0,77,301,358226,T301,0,1250P,,K,O,661,VANDERBILT AVE,,0,408,D1,,YYYYYBB,0900A,0700P,BLACK,0.0,2011,-,0,,,,,,,,,,,,,
1578,1259665045,GHF5059,NY,PAS,07/09/2015,70,SDN,HONDA,P,87330,72730,69330,20150605,77.0,77,301,358226,T301,0,0152P,,K,F,659,VANDERBILT AVE,,0,408,J3,,BBBBBBB,ALL,ALL,GRAY,0.0,2013,-,0,,,,,,,,,,,,,
1579,1259665057,GGX4697,NY,PAS,07/09/2015,71,SDN,,P,72730,24730,87330,20170620,77.0,77,301,358226,T301,0,0309P,,K,O,149,PROSPECT PL,,0,408,J3,,BBBBBBB,ALL,ALL,BLACK,0.0,2013,-,0,,,,,,,,,,,,,
1580,1259665069,GSW7500,NY,PAS,07/09/2015,71,SUBN,GMC,P,80430,87330,86330,20150803,77.0,77,301,358226,T301,0,0333P,,K,O,262,ST MARKS AVE,,0,408,J6,,BBBBBBB,ALL,ALL,BLUE,0.0,1994,-,0,,,,,,,,,,,,,
1581,1259665100,GXF5175,NY,PAS,07/08/2015,37,SUBN,MITSU,X,13430,51030,20530,20180317,84.0,84,301,355674,T301,0,1147A,1106A,K,F,362,ATLANTIC AVE,,0,408,J6,,YYYYYBB,0900A,0700P,GREY,0.0,2015,301-3010,0,,,,,,,,,,,,,
1582,1259665136,GBJ6880,NY,PAS,07/08/2015,37,SDN,BMW,X,13430,51030,20530,20170218,84.0,84,301,353674,T301,0,1200P,1125A,K,F,386,ATLANTIC AVE,,0,408,J2,,YYYYYYB,0900A,0700P,WHITE,0.0,2010,301-3011,0,,,,,,,,,,,,,
1583,1259665150,GXL3644,NY,PAS,07/08/2015,37,SDN,BMW,X,13430,20530,64330,20170413,84.0,84,301,355674,T301,0,1210P,1155A,K,F,420,ATLANTIC AVE,,20150708,408,J2,,YYYYYYB,0900A,0700P,GREY,0.0,2012,301-3013,0,,,,,,,,,,,,,
1584,1259665161,GFP1330,NY,PAS,07/08/2015,71,SUBN,NISSA,X,47030,79630,18630,20170414,79.0,79,301,355674,T301,0,0154P,,K,F,48,HANCOCK ST,,0,408,I3,,BBBBBBB,ALL,ALL,BLACK,0.0,2012,-,0,,,,,,,,,,,,,
1585,1259665203,HLN7815,PA,PAS,07/09/2015,41,SUBN,INFIN,P,26730,19230,80430,0,,0,301,355674,T301,0,1155A,,K,O,681,CLASSON AVE,,0,408,D1,,YBBYBBB,1130A,0100P,OTHER,0.0,0,-,0,,,,,,,,,,,,,
1586,1259665240,GTA7373,NY,PAS,07/09/2015,41,SDN,SUBAR,P,26730,56030,38430,20160908,77.0,77,301,355674,T301,0,1225P,,,O,843,CLASSON AVE,,0,408,,,YBBYBBB,1130A,0100P,OTHER,0.0,2005,-,0,,,,,,,,,,,,,
1587,1259665252,GWH8989,NY,PAS,03/10/2017,41,SUBN,TOYOT,P,26730,56030,38430,20170310,77.0,77,301,355674,T301,0,1227P,,K,F,852,CLASSON AVE,,0,408,,,YBBYBBB,1130A,0100P,BLUE,0.0,2007,-,0,,,,,,,,,,,,,
1588,1259665290,GSY1241,NY,PAS,07/09/2015,21,SUBN,CHEVR,P,17530,44930,11135,20160907,94.0,94,301,357718,T301,0,1200P,,NY,O,158,BAYARD ST,,0,408,D1,,YBBYBBB,11 3A,01 0P,BLACK,0.0,2014,-,0,,,,,,,,,,,,,
1589,1259665306,GSC4100,NY,OMS,07/09/2015,21,SUBN,CHEVR,P,0,0,0,20150930,94.0,94,301,357718,T301,0,1210P,,NY,,,N/S OF HUMBOLDT ST,E/ OF ENGERT AVE,0,408,D1,,YBBYBBB,11 3A,01 0P,SILVE,0.0,2015,-,0,,,,,,,,,,,,,
1590,1259665318,GPH9325,NY,PAS,07/09/2015,21,SUBN,PORSC,P,51530,23430,34130,20160401,94.0,94,301,357718,T301,0,1217P,,NY,O,606,HUMBOLDT ST,,0,408,D1,,YBBYBBB,11 3A,01 0P,BLACK,0.0,2006,-,0,,,,,,,,,,,,,
1591,1259665331,GWL9175,NY,PAS,07/09/2015,71,SDN,MERCU,P,74130,39530,34130,20170203,94.0,94,301,357718,T301,0,1231P,,NY,F,50,RUSSELL ST,,0,408,D1,,BBBBBBB,ALL,ALL,BLUE,0.0,1989,-,0,,,,,,,,,,,,,
1592,1259665379,GMH8600,NY,PAS,07/09/2015,71,SUBN,SUBAR,P,38530,65730,60430,20160331,94.0,94,301,357718,T301,0,0203P,,NY,F,205,ECKFORD ST,,0,408,J6,,BBBBBBB,ALL,ALL,BLUE,0.0,2005,-,0,,,,,,,,,,,,,
1593,1259665380,GSX6843,NY,PAS,07/09/2015,20,SUBN,INFIN,P,66630,18630,34130,20160930,94.0,94,301,357718,T301,0,0343P,,NY,F,165,N 10 ST,,0,408,J6,,YYYYYBB,08 0A,06 0P,SILVE,0.0,2015,-,0,,,,,,,,,,,,,
1594,1259665392,GSX6843,NY,PAS,07/09/2015,74,SUBN,HONDA,P,66630,18630,34130,20160930,94.0,94,301,357718,T301,0,0346P,,,F,165,N 10 ST,,0,408,D,,YBBBBBB,ALL,ALL,SILVE,0.0,2015,-,0,,,,,,,,,,,,,
1595,1259665434,GVV7581,NY,PAS,07/08/2015,16,SDN,NISSA,P,85930,52130,94730,20170304,83.0,83,301,357718,T301,0,0109P,,K,F,339,TROUTMAN ST,,0,408,J6,,BBBBBBY,0700A,0400P,SILVE,0.0,2015,-,0,,,,,,,,,,,,,
1596,1259665483,GXW9691,NY,PAS,07/08/2015,40,SUBN,TOYOT,P,58730,78530,23230,20170630,90.0,90,301,359609,T301,0,0141P,,K,O,161,MARCY AV,,0,408,C,,BBBBBBB,ALL,ALL,SILVE,0.0,2013,-,2,,,,,,,,,,,,,
1597,1259665525,GRF4375,NY,PAS,07/08/2015,38,SDN,CHEVR,P,73650,23230,78830,20150930,90.0,90,301,959609,0301,0,0415A,,K,F,305,ROEBLING ST,,0,408,F1,,YYYYYYB,0800A,0700P,BLACK,0.0,2015,-,0,,,,,,,,,,,,,
1598,1259665549,GYD6118,NY,PAS,07/12/2015,20,SUBN,CHEVR,P,21130,93250,42730,20160705,84.0,84,301,359609,0301,0,1255P,,K,O,400,BRIDGE ST,,0,408,J2,,BBBBBBB,ALL,ALL,BLACK,0.0,2014,-,0,,,,,,,,,,,,,
1599,1259665574,GKU1906,NY,PAS,07/12/2015,14,SDN,INFIN,P,75530,27530,29830,20170301,84.0,84,301,359609,0301,0,0213P,,K,F,38,SCHERMERHORN ST,,0,408,C,,BBBBBBB,ALL,ALL,SILVR,0.0,2001,-,0,,,,,,,,,,,,,
1600,1259665707,GJP8370,NY,PAS,07/08/2015,71,SDN,BMW,P,18830,89970,82230,20150925,73.0,73,302,362245,T302,0,0221P,,K,F,77,BELMONT AVE,,0,408,I3,,BBBBBBB,0  :,0  :,SILVE,0.0,2004,-,0,,,,,,,,,,,,,
1601,1259665719,GTS2400,NY,PAS,07/08/2015,16,SUBN,TOYOT,P,89730,69230,63030,20161031,88.0,88,301,362245,T301,0,0343P,,K,O,166,WASHINGTON AVE,,0,408,J6,,YYYYYBB,0800A,0600P,BLUE,0.0,2008,-,0,,,,,,,,,,,,,
1602,1259665823,GFJ7520,NY,PAS,07/09/2015,71,SUBN,JEEP,P,31830,41930,18630,20150805,77.0,77,301,362245,T301,0,0146P,,K,O,1102,DEAN ST,,0,408,I4,,BBBBBBB,ALL,ALL,BLUE,0.0,2014,-,0,,,,,,,,,,,,,
1603,1259665847,GUY1350,NY,PAS,07/09/2015,16,SDN,TOYOT,P,67030,69330,81430,20161024,77.0,77,301,362245,T301,0,0154P,,K,F,744,NOSTRAND AVE,,0,408,E2,,YYYYYBB,1200P,0200P,BK,0.0,2015,-,0,,,,,,,,,,,,,
1604,1259665859,GBX9350,NY,PAS,07/09/2015,20,SDN,LINCO,P,0,40404,40404,20170102,77.0,77,301,362245,T301,0,0215P,,K,O,789,ST MARKS,,0,408,K2,,YYYYYBB,0800A,0600P,GREEN,0.0,0,-,0,,,,,,,,,,,,,
1605,1259665860,GJZ3947,NY,PAS,07/09/2015,71,SUBN,JEEP,P,0,40404,40404,20151229,77.0,77,301,362245,T301,0,0219P,,K,O,777,ST MARKS,,0,408,D,,BBBBBBB,ALL,ALL,BLUE,0.0,2004,-,0,,,,,,,,,,,,,
1606,1259665902,JBC,MA,PAS,07/09/2015,21,SUBN,FORD,P,0,40404,40404,20150830,81.0,81,301,351964,T301,0,0110P,,K,F,473,KOUSIUZKO ST,,0,408,D1,,YBBYBBB,1200P,0130P,,0.0,0,-,0,,,,,,,,,,,,,
1607,1259665914,GKD5108,NY,PAS,07/09/2015,21,SUBN,AUDI,P,0,40404,40404,20151011,81.0,81,301,351964,T301,0,0116P,,K,F,607,KOUSCIKO ST,,0,408,D1,,YBBYBBB,1200P,0130P,BLACK,0.0,2014,-,0,,,,,,,,,,,,,
1608,1259665926,GKD5108,NY,PAS,07/09/2015,71,SUBN,AUDI,P,0,40404,40404,20151011,81.0,81,301,351964,T301,0,0118P,,K,F,607,KOUSISKO ST,,0,408,D1,,BBBBBBB,ALL,ALL,BLACK,0.0,2014,-,0,,,,,,,,,,,,,
1609,1259665938,GWM3861,NY,PAS,07/09/2015,74,SDN,NISSA,P,75130,70930,83730,20170426,73.0,73,301,351964,T301,0,0230P,,K,F,509,SARATOGA AVE,,0,408,J6,,BBBBBBB,ALL,ALL,TAN,0.0,0,-,0,,,,,,,,,,,,,
1610,1259665940,GGF7758,NY,PAS,07/09/2015,71,SDN,,P,82230,48330,56230,20150818,73.0,73,301,351964,T301,0,0310P,,K,F,891,MOTHER GASTON BLVD,,0,408,J2,,BBBBBBB,ALL,ALL,BLACK,0.0,2001,-,0,,,,,,,,,,,,,
1611,1259665951,GPU1838,NY,PAS,07/09/2015,71,VAN,,P,48330,15480,53230,20160529,75.0,75,304,351964,T304,0,0330P,,K,F,772,HEGEMAN AVE,,0,408,J6,,BBBBBBB,ALL,ALL,WH,0.0,1994,-,0,,,,,,,,,,,,,
1612,1259665975,GDS4217,NY,PAS,07/09/2015,71,SUBN,,P,13130,64530,48330,20170207,75.0,75,301,351964,T301,0,0413P,,K,F,686,ASHFORD ST,,0,408,I4,,BBBBBBB,ALL,ALL,RED,0.0,2003,-,0,,,,,,,,,,,,,
1613,1259665987,GWS9832,NY,PAS,07/09/2015,70,SDN,FORD,P,13130,64530,48330,0,75.0,75,301,351964,T301,0,0317P,,K,F,686,ASHFORD ST,,0,408,J6,,BBBBBBB,ALL,0  :A,RED,0.0,0,-,0,,,,,,,,,,,,,
1614,1259666037,GRB8969,NY,PAS,07/08/2015,71,SUBN,CHRYS,X,23230,0,0,20160825,81.0,81,0,351964,0000,0,0150P,,K,F,,BROADWAY,FURMAN,0,408,J6,,BBBBBBB,ALL,ALL,GREEN,0.0,2006,-,0,,,,,,,,,,,,,
1615,1259666050,GHR8807,NY,PAS,07/08/2015,20,SUBN,FORD,X,23230,73050,56330,20151218,81.0,81,0,351964,0000,0,0125P,,K,F,1338,BROADWAY,,0,408,D,,BBBBBBB,ALL,ALL,RED,0.0,1995,-,0,,,,,,,,,,,,,
1616,1259666062,GMR7781,NY,PAS,07/08/2015,71,SDN,BMW,X,30030,30430,32600,20160217,75.0,75,0,351964,0000,0,0420P,,K,F,9,COX PL,,0,408,D,,BBBBBBB,ALL,ALL,BLK,0.0,2002,-,0,,,,,,,,,,,,,
1617,1259666086,GEP3188,NY,PAS,07/08/2015,20,SDN,CHEVR,P,31950,44930,51530,20170303,90.0,90,103,361316,T103,0,0220P,,K,F,28,DEBEVOISE ST,,0,408,C,,YYYYYBB,07 0A,04 0P,WH,0.0,1997,-,0,,,,,,,,,,,,,
1618,1259666098,GXR9375,NY,PAS,07/08/2015,20,SDN,HONDA,P,31950,44930,51530,20170323,90.0,90,301,361316,T301,0,0230P,,K,F,28,DEBEVOISE ST,,0,408,D,,YYYYYBB,07 0A,04 0P,GREY,0.0,2015,-,0,,,,,,,,,,,,,
1619,1259666141,GCK1363,PA,PAS,07/08/2015,40,SUBN,ACURA,P,44930,87630,62530,0,90.0,90,301,361316,T301,0,0415P,,K,F,76,GRAHAM AVE,,0,408,I4,,BBBBBBB,ALL,ALL,GR,0.0,0,-,0,,,,,,,,,,,,,
1620,1259666165,GNN6262,NY,PAS,07/08/2015,14,SUBN,KIA,P,23230,83330,40330,20160306,90.0,90,301,361316,T301,0,0425P,,K,F,774,BROADWAY,,0,408,M1,,YYYYYYB,04 0P,07 0P,GOLD,0.0,2004,-,0,,,,,,,,,,,,,
1621,1354184038,GGK6472,NY,PAS,06/25/2015,21,SDN,AUDI,P,31530,41930,77530,20170606,79.0,79,110,353078,T110,0,0736A,,K,F,500,DEKALB AVE,,0,408,J3,,YYYYYYB,07 3A,08 0A,BK,0.0,2013,-,0,,,,,,,,,,,,,
1622,1354184040,GHL7192,NY,PAS,06/25/2015,21,SUBN,FORD,P,31530,41930,77530,20150922,79.0,79,110,353078,T110,0,0737A,,K,F,500,DEKALB AVE,,0,408,D1,,YYYYYBB,07 3A,08 0A,BK,0.0,2002,-,0,,,,,,,,,,,,,
1623,1354184063,GPD1302,NY,PAS,06/25/2015,21,SUBN,TOYOT,P,31530,41930,77530,20160409,79.0,79,110,353078,T110,0,0740A,,K,F,500,DEKALB AVE,,0,408,D1,,YYYYYYB,07 3A,08 0A,BK,0.0,2015,-,0,,,,,,,,,,,,,
1624,1354184075,GTK2157,NY,PAS,06/25/2015,21,SUBN,ACURA,P,31530,41930,77530,20160929,79.0,79,110,353078,T110,0,0741A,,K,F,488,DEKALB AVE,,0,408,D1,,YYYYYYB,07 3A,08 0A,BK,0.0,2015,-,0,,,,,,,,,,,,,
1625,1354184130,SBB577,TX,PAS,06/25/2015,21,SDN,VOLKS,P,93230,67030,58730,0,79.0,79,110,353078,T110,0,0808A,,K,F,459,WILLOUGHBY AVE,,0,408,D1,,YBBYBBB,08 0A,09 3A,GY,0.0,0,-,0,,,,,,,,,,,,,
1626,1354184166,GEL9061,NY,PAS,06/25/2015,21,P-U,MAZDA,P,93230,67030,58730,20170103,79.0,79,110,353078,T110,0,0812A,,K,F,491,WILLOUGHBY AVE,,0,408,D1,,YBBYBBB,08 0A,09 3A,RD,0.0,1998,-,0,,,,,,,,,,,,,
1627,1354184210,K83CXL,NJ,PAS,06/29/2015,14,SDN,BMW,P,0,0,0,0,84.0,84,110,353078,T110,0,0732A,,K,,,S/S FULTON AVE,E/O HANSON PL,0,408,E5,,BBBBBBB,ALL,ALL,GY,0.0,0,-,0,,,,,,,,,,,,,
1628,1354184233,GWM3636,NY,PAS,06/29/2015,14,SUBN,CHEVR,P,31530,84030,54000,20170331,79.0,79,110,353078,T110,0,0744A,,K,F,455,DEKALB AVE,,0,408,C3,,YYYYYYB,07 0A,10 0A,GY,0.0,1999,-,0,,,,,,,,,,,,,
1629,1354184245,GWM3636,NY,PAS,06/29/2015,71,SUBN,CHEVR,P,31530,84030,54000,20170331,79.0,79,110,353078,T110,0,0745A,,K,F,455,DEKALB AVE,,0,408,C,,BBBBBBB,ALL,ALL,GY,0.0,1999,-,0,,,,,,,,,,,,,
1630,1354184336,GSG8695,NY,PAS,06/29/2015,21,SUBN,JEEP,P,93230,67030,58730,20160626,79.0,79,110,353078,T110,0,0811A,,K,F,511,WILLOUGHBY AVE,,0,408,D1,,YBBYBBB,08 0A,09 3A,BK,0.0,2014,-,0,,,,,,,,,,,,,
1631,1354184361,GRA6499,NY,PAS,06/29/2015,21,SUBN,JEEP,P,47630,58730,85730,20160731,79.0,79,110,353078,T110,0,0819A,,K,F,125,HART ST,,0,408,D1,,YBBYBBB,08 0A,09 3A,GY,0.0,2004,-,0,,,,,,,,,,,,,
1632,1354184373,GRA6908,NY,PAS,06/29/2015,21,SUBN,BMW,P,85730,47630,72830,20160908,79.0,79,110,353078,T110,0,0821A,,K,F,166,TOMPKINS AVE,,0,408,D1,,YBBYBBB,08 0A,09 3A,BR,0.0,2003,-,0,,,,,,,,,,,,,
