,Unnamed: 0,Summons Number,Plate ID,Registration State,Plate Type,Issue Date,Violation Code,Vehicle Body Type,Vehicle Make,Issuing Agency,Street Code1,Street Code2,Street Code3,Vehicle Expiration Date,Violation Location,Violation Precinct,Issuer Precinct,Issuer Code,Issuer Command,Issuer Squad,Violation Time,Time First Observed,Violation County,Violation In Front Of Or Opposite,House Number,Street Name,Intersecting Street,Date First Observed,Law Section,Sub Division,Violation Legal Code,Days Parking In Effect    ,From Hours In Effect,To Hours In Effect,Vehicle Color,Unregistered Vehicle?,Vehicle Year,Meter Number,Feet From Curb,Violation Post Code,Violation Description,No Standing or Stopping Violation,Hydrant Violation,Double Parking Violation,Latitude,Longitude,Community Board,Community Council ,Census Tract,BIN,BBL,NTA,LON,LAT,NUMBER,STREET,UNIT,CITY,DISTRICT,REGION,POSTCODE,ID,HASH
639,1407,7754358797,J19CYA,NJ,PAS,02/20/2015,40,VAN,NISSA,T,21230,28490,15500,01/01/88888888 12:00:00 PM,1.0,1,1,357079,T105,J,0751A,,NY,O,50,FULTON ST,,01/05/0001 12:00:00 PM,408,e2,,YYYYYYY,,,WHITE,,0,,2,123,40-Fire Hydrant,,,,,,,,,,,,-74.00469709999999,40.708087299999995,50,FULTON ST,,,,,10038.0,1000954.0,0cbb99742c8874c3
640,1410,1366485191,1089CU,CT,COM,08/24/2014,14,SDN,CHEVR,P,51790,8990,61090,01/01/20151231 12:00:00 PM,115.0,115,115,943426,0115,0000,1108A,1105A,Q,F,38-10,JUNCTION BLVD,,01/01/20140824 12:00:00 PM,408,F1,,BBBBBBB,ALL,ALL,GRAY,0.0,2005,-,0,,,,,,,,,,,,,,-73.8696586,40.7492751,38-10,JUNCTION BLVD,,,,,11372.0,41372.0,00359327d096d9aa
641,1411,7765524628,017JWP,FL,PAS,03/12/2015,46,4DSD,INFIN,T,64790,45290,21070,01/01/20161188 12:00:00 PM,103.0,103,103,350438,T402,L,0822A,,Q,F,117-13,SUTPHIN BLVD,,01/05/0001 12:00:00 PM,408,f1,,,,,SILVE,,0,,0,C 42,46A-Double Parking (Non-COM),,,,,,,,,,,,-73.7918123,40.6800108,117-13,SUTPHIN BLVD,,,,,11434.0,9214274.0,988c675e631a9251
642,1414,7465953110,J3356R,TN,PAS,07/16/2014,21,4DSD,TOYOT,T,86530,77730,51030,01/01/20150388 12:00:00 PM,76.0,76,76,357063,T302,B,1158A,,K,F,391,UNION ST,,01/05/0001 12:00:00 PM,408,d1,,Y,1130A,0100P,SILVE,,0,,0,55 3,21-No Parking (street clean),,,,,,,,,,,,-73.9925066,40.6812598,391,UNION ST,,,,,11231.0,3008943.0,52d86374e26bba86
643,1418,8008404322,12478TY,NY,OMT,03/03/2015,40,4DSD,LINCO,T,10020,27480,27540,01/01/20151231 12:00:00 PM,52.0,52,52,355594,T201,J,0617A,,BX,F,2653,BAINBRIDGE AVE,,01/05/0001 12:00:00 PM,408,e2,,YYYYYYY,,,BK,,2005,,0,52 2,40-Fire Hydrant,,,,,,,,,,,,-73.8920447,40.8650887,2653,BAINBRIDGE AVE,,,,,10458.0,2028896.0,8f333a2b7779c428
644,1419,7340792946,FLN5890,NY,PAS,11/19/2014,14,SUBN,TOYOT,T,25390,18730,18750,01/01/20150510 12:00:00 PM,19.0,19,19,361360,T103,R,0134P,,NY,F,1196,MADISON AVE,,01/05/0001 12:00:00 PM,408,c,,YYYYYYY,,,WH,,2013,,0,55 7,14-No Standing,,,,,,,,,,,,-73.9583141,40.781797999999995,1196,MADISON AVE,,,,,10128.0,10175965.0,48d137776499246d
645,1421,8005464502,14883MB,NY,COM,08/18/2014,48,VAN,INTER,T,24390,45290,32900,01/01/20150731 12:00:00 PM,5.0,5,5,358913,T101,C,1216P,,NY,O,100,LAFAYETTE ST,,01/05/0001 12:00:00 PM,408,e9,,,,,WH,,2011,,0,44 1,48-Bike Lane,,,,,,,,,,,,-74.0012667,40.71783920000001,100,LAFAYETTE ST,,,,,10013.0,1002596.0,7b982d98cda0abbf
646,1423,7086112823,U12AJE,NJ,PAS,07/03/2014,20,SUBN,KIA,T,20340,15590,21790,01/01/88888888 12:00:00 PM,1.0,1,1,356964,T105,N,0221P,,NY,O,62,BEACH ST,,01/05/0001 12:00:00 PM,408,d,,YYYYY,0800A,0600P,BLACK,,0,,0,Y 99,20A-No Parking (Non-COM),,,,,,,,,,,,-74.00977519999999,40.7206278,62,BEACH ST,,,,,10013.0,1002410.0,960009a2ea4e53e5
647,1427,7743975757,55655MA,NY,COM,04/28/2015,42,VAN,FORD,T,28490,15545,22410,01/01/20160831 12:00:00 PM,1.0,1,1,358525,T105,H,0236P,,NY,O,85,PEARL ST,,01/05/0001 12:00:00 PM,408,h1,,YYYYY,0700A,0700P,BLACK,,2010,144-3117,0,078,42-Exp. Muni-Mtr (Com. Mtr. Z),,,,,,,,,,,,-74.01013449999999,40.7041614,85,PEARL ST,,,,,10004.0,1000465.0,b98d53ebedb97ea3
648,4147,7045420006,16237TC,NY,TRC,03/26/2015,51,TRAC,PETER,T,28490,15545,22410,01/01/20150430 12:00:00 PM,1.0,1,1,356526,T101,H,0930A,,NY,F,85,PEARL ST,,01/05/0001 12:00:00 PM,408,e3,,,,,BLUE,,2014,,0,09 1,51-Sidewalk,,,,,,,,,,,,-74.01013449999999,40.7041614,85,PEARL ST,,,,,10004.0,1000465.0,b98d53ebedb97ea3
649,1428,7855171540,DHX7036,NY,PAS,04/11/2015,20,2DSD,MINI,T,24890,17510,17530,01/01/20150922 12:00:00 PM,13.0,13,13,357740,T102,F,0932A,,NY,F,88,LEXINGTON AVE,,01/05/0001 12:00:00 PM,408,d,,YYYYYYY,,,WH,,2013,,0,31 6,20A-No Parking (Non-COM),,,,,,,,,,,,-73.9833507,40.741648299999994,88,LEXINGTON AVE,,,,,10016.0,1020874.0,4cb737faa8fa1e92
650,1428,7855171540,DHX7036,NY,PAS,04/11/2015,20,2DSD,MINI,T,24890,17510,17530,01/01/20150922 12:00:00 PM,13.0,13,13,357740,T102,F,0932A,,NY,F,88,LEXINGTON AVE,,01/05/0001 12:00:00 PM,408,d,,YYYYYYY,,,WH,,2013,,0,31 6,20A-No Parking (Non-COM),,,,,,,,,,,,-73.9584527,40.686690000000006,88,LEXINGTON AVE,,,,,11238.0,3071264.0,6e210932fc574d25
651,1430,8012701480,DWS2841,NY,PAS,09/18/2014,38,4DSD,SATUR,T,56490,14190,14190,01/01/20150227 12:00:00 PM,104.0,104,104,357359,T401,I,0502P,,Q,F,66-58,MYRTLE AVE,,01/05/0001 12:00:00 PM,408,h1,,Y,0830A,0700P,BL,,2007,,0,U 41,38-Failure to Display Muni Rec,,,,,,,,,,,,-73.8861895,40.701384499999996,66-58,MYRTLE AVE,,,,,11385.0,358442.0,53f3145365559210
652,1435,7404799442,888DAV,NY,ORG,06/02/2015,51,2DSD,HONDA,T,17920,12550,12550,01/01/20160619 12:00:00 PM,50.0,50,50,361267,T201,R,0132P,,BX,O,3423,CANNON PL,,01/05/0001 12:00:00 PM,408,e3,,,,,LT/,,2013,,0,U 21,51-Sidewalk,,,,,,,,,,,,-73.8987605,40.8801934,3423,CANNON PL,,,,,10463.0,2027505.0,91ba06799f546406
653,1436,1375494790,GTA7933,NY,PAS,03/27/2015,21,SUBN,BMW,S,59990,62390,47190,01/01/20160805 12:00:00 PM,110.0,110,0,533006,QW04,0000,0851A,,Q,F,82-15,QUEENS BLVD,,01/05/0001 12:00:00 PM,408,D1,,YYYYYYB,0830A,0900A,BLACK,0.0,2013,-,0,,,,,,,,,,,,,,-73.88071,40.7377034,82-15,QUEENS BLVD,,,,,11373.0,10170375.0,0d746a515b35eef3
654,1443,8005716930,T655923C,NY,OMT,09/18/2014,37,SUBN,GMC,T,11710,35650,35670,01/01/20150630 12:00:00 PM,20.0,20,20,355685,T103,J,0154P,0147P,NY,F,706,AMSTERDAM AVE,,01/05/0001 12:00:00 PM,408,h1,,Y,0900A,0700P,BK,,2014,103-8128,0,43 7,37-Expired Muni Meter,,,,,,,,,,,,-73.97132309999999,40.793043,706,AMSTERDAM AVE,,,,,10025.0,1029666.0,730e20c91667be06
655,1444,7125943500,44690JS,NY,COM,10/22/2014,47,DELV,FRUEH,T,25390,18130,18150,01/01/20150331 12:00:00 PM,17.0,17,17,331700,T106,F,0942A,,NY,F,600,MADISON AVE,,01/05/0001 12:00:00 PM,408,l2,,Y,0700A,0700P,BLACK,,2004,,0,S4 9,47-Double PKG-Midtown,,,,,,,,,,,,-73.9721512,40.762828799999994,600,MADISON AVE,,,,,10022.0,1031085.0,9c4f36acd97bbfce
656,1499,8029970912,63152ME,NY,COM,05/07/2015,42,VAN,NISSA,T,25390,18130,18150,01/01/20160331 12:00:00 PM,18.0,18,18,353143,T106,J,0247P,,NY,F,600,MADISON AVE,,01/05/0001 12:00:00 PM,408,h1,,Y,0700A,0700P,WH,,2013,143-3771,0,16 6,42-Exp. Muni-Mtr (Com. Mtr. Z),,,,,,,,,,,,-73.9721512,40.762828799999994,600,MADISON AVE,,,,,10022.0,1031085.0,9c4f36acd97bbfce
657,7330,7908790069,17247AT,NY,COM,02/25/2015,69,VAN,FORD,T,25390,18130,18150,01/01/20150930 12:00:00 PM,18.0,18,18,350310,T106,C,0713A,,NY,F,600,MADISON AVE,,01/05/0001 12:00:00 PM,408,h1,,Y,0700A,0700P,WH,,1999,,0,99 6,69-Failure to Disp Muni Recpt,,,,,,,,,,,,-73.9721512,40.762828799999994,600,MADISON AVE,,,,,10022.0,1031085.0,9c4f36acd97bbfce
658,1445,8033231180,68801MC,NY,COM,06/04/2015,42,VAN,FORD,T,12950,30650,22412,01/01/20160331 12:00:00 PM,1.0,1,1,361901,T105,E,0200P,,NY,F,60,BEAVER ST,,01/05/0001 12:00:00 PM,408,h1,,YYYYY,0700A,0700P,WH,,2012,148-3045,0,087,42-Exp. Muni-Mtr (Com. Mtr. Z),,,,,,,,,,,,-74.00966629999999,40.7051236,60,BEAVER ST,,,,,10005.0,1000438.0,5a8cf6c15a7a7968
659,1449,7689197747,GFW7104,NY,PAS,04/20/2015,21,4DSD,FORD,T,58390,45490,12590,01/01/20150815 12:00:00 PM,104.0,104,104,356500,T401,M,1108A,,Q,F,59-17,PALMETTO ST,,01/05/0001 12:00:00 PM,408,d1,,Y,1100A,1230A,WH,,2001,,0,K 41,21-No Parking (street clean),,,,,,,,,,,,-73.9026215,40.707409399999996,59-17,PALMETTO ST,,,,,11385.0,93070.0,f9d56c7a20ba5b7c
660,1452,7161452703,AXJ4479,NY,PAS,02/21/2015,19,4DSD,NISSA,T,49100,18510,40250,01/01/20151210 12:00:00 PM,120.0,120,120,354173,T303,M,0813A,,R,F,83,ST MARKS PL,,01/05/0001 12:00:00 PM,408,c3,,YYYYYYY,,,BK,,2003,,0,C-AM,19-No Stand (bus stop),,,,,,,,,,,,-73.9854304,40.7277805,83,ST MARKS PL,,,,,10003.0,1008074.0,5df5d2699d849058
661,1452,7161452703,AXJ4479,NY,PAS,02/21/2015,19,4DSD,NISSA,T,49100,18510,40250,01/01/20151210 12:00:00 PM,120.0,120,120,354173,T303,M,0813A,,R,F,83,ST MARKS PL,,01/05/0001 12:00:00 PM,408,c3,,YYYYYYY,,,BK,,2003,,0,C-AM,19-No Stand (bus stop),,,,,,,,,,,,-74.08361790000001,40.6467206,83,ST MARKS PL,,,,,10301.0,5000209.0,9a36b746ecd0e1d6
662,1452,7161452703,AXJ4479,NY,PAS,02/21/2015,19,4DSD,NISSA,T,49100,18510,40250,01/01/20151210 12:00:00 PM,120.0,120,120,354173,T303,M,0813A,,R,F,83,ST MARKS PL,,01/05/0001 12:00:00 PM,408,c3,,YYYYYYY,,,BK,,2003,,0,C-AM,19-No Stand (bus stop),,,,,,,,,,,,-73.97934479999999,40.6816903,83,ST MARKS PL,,,,,11217.0,3023740.0,c84edf7090345cd9
663,1453,7018555930,480JPJ,FL,PAS,03/11/2015,20,SUBN,DODGE,T,16620,39420,67840,01/01/20150688 12:00:00 PM,49.0,49,49,359297,T202,R,0519P,,BX,F,1166,BURKE AVE,,01/05/0001 12:00:00 PM,408,d,,YYYYYYY,,,BLACK,,0,,0,N 23,20A-No Parking (Non-COM),,,,,,,,,,,,-73.8530136,40.8706154,1166,BURKE AVE,,,,,10469.0,5127426.0,a26700fa6ea8ef43
664,1455,7629471555,24869MG,NY,COM,12/08/2014,38,VAN,CHEVR,T,42820,27360,74810,01/01/20160831 12:00:00 PM,52.0,52,52,357790,T201,C,1146A,,BX,F,2500,JEROME AVE,,01/05/0001 12:00:00 PM,408,h1,,Y,0800A,0700P,WH,,2014,,0,01 2,38-Failure to Display Muni Rec,,,,,,,,,,,,-73.8992944,40.864202500000005,2500,JEROME AVE,,,,,10468.0,2025217.0,7e94fc1e989b9537
665,1456,1372966857,2551114,PA,PAS,07/22/2014,46,SDN,NISSA,P,67620,71120,52220,01/01/20140819 12:00:00 PM,49.0,49,49,931249,0049,0000,1023A,,BX,F,1755,TAYLOR AVE,,01/05/0001 12:00:00 PM,408,F1,,BBBBBBB,ALL,ALL,GRY,0.0,2011,-,0,,,,,,,,,,,,,,-73.87020600000001,40.843305900000004,1755,TAYLOR AVE,,,,,10460.0,2046655.0,086c28cf5d7548cf
666,1459,7686700355,GUG1074,NY,PAS,10/17/2014,37,4DSD,CHEVR,T,77150,28320,28350,01/01/20160817 12:00:00 PM,47.0,47,47,359297,T202,C,0126P,0105P,BX,F,3932,WHITE PLAINS RD,,01/01/20141017 12:00:00 PM,408,h1,,Y,0900A,0700P,TN,,2004,208-9079,0,18A,37-Expired Muni Meter,,,,,,,,,,,,-73.86096640000001,40.8865161,3932,WHITE PLAINS RD,,,,,10466.0,2102465.0,bd18e35d608cf01d
667,1459,7686700355,GUG1074,NY,PAS,10/17/2014,37,4DSD,CHEVR,T,77150,28320,28350,01/01/20160817 12:00:00 PM,47.0,47,47,359297,T202,C,0126P,0105P,BX,F,3932,WHITE PLAINS RD,,01/01/20141017 12:00:00 PM,408,h1,,Y,0900A,0700P,TN,,2004,208-9079,0,18A,37-Expired Muni Meter,,,,,,,,,,,,-73.860955,40.88653729999999,3932,WHITE PLAINS RD,A,,,,10466.0,2102466.0,2fbdbfc3b62e11e8
668,1462,1379562983,FTZ9636,NY,PAS,02/05/2015,40,SUBN,,P,15990,8190,57790,01/01/20150215 12:00:00 PM,115.0,115,115,905807,0115,0000,1020A,,Q,F,32-24,76 ST,,01/05/0001 12:00:00 PM,408,E5,,BBBBBBB,ALL,ALL,WHITE,0.0,2015,-,0,,,,,,,,,,,,,,-73.891367,40.756313,32-24,76 ST,A,,,,11370.0,30658.0,fd2b683aa511389e
669,1462,1379562983,FTZ9636,NY,PAS,02/05/2015,40,SUBN,,P,15990,8190,57790,01/01/20150215 12:00:00 PM,115.0,115,115,905807,0115,0000,1020A,,Q,F,32-24,76 ST,,01/05/0001 12:00:00 PM,408,E5,,BBBBBBB,ALL,ALL,WHITE,0.0,2015,-,0,,,,,,,,,,,,,,-73.89137559999999,40.756358299999995,32-24,76 ST,,,,,11370.0,30657.0,41872601b1532ad1
670,1464,7291366987,FGP6819,NY,PAS,04/22/2015,37,SUBN,BMW,T,37290,8940,9090,01/01/20161130 12:00:00 PM,114.0,114,114,362188,T401,G,1222P,1216P,Q,F,37-17,BROADWAY,,01/05/0001 12:00:00 PM,408,h1,,Y,0830A,0700P,WH,,2014,407-2198,0,31 4,37-Expired Muni Meter,,,,,,,,,,,,-73.9199222,40.7595481,37-17,BROADWAY,,,,,11103.0,13268.0,1449bc1072241aa7
671,1465,8011562526,EMP8475,NY,PAS,11/24/2014,70,SUBN,GMC,T,57790,25740,45890,01/01/20141030 12:00:00 PM,109.0,109,109,358121,T401,N,0303P,,Q,F,196-11,NORTHERN BLVD,,01/05/0001 12:00:00 PM,408,j3,,YYYYYYY,,,WH,,2014,,0,C 41,70A-Reg. Sticker Expired (NYS),,,,,,,,,,,,-73.78515209999999,40.758065,196-11,NORTHERN BLVD,,,,,11358.0,134111.0,0e8742c8a67db283
672,1475,1377930749,GJZ2008,NY,PAS,02/14/2015,46,SUBN,HONDA,P,24830,86030,75430,01/01/20160501 12:00:00 PM,71.0,71,71,934195,0071,0000,1130A,,K,F,1590,CARROLL ST,,01/05/0001 12:00:00 PM,408,F1,,BBBBBBB,ALL,ALL,RED,0.0,2003,-,0,,,,,,,,,,,,,,-73.9350474,40.666168299999995,1590,CARROLL ST,,,,,11213.0,3046604.0,2b9d67dd31e03f8a
673,1476,7093893806,ENP4023,NY,PAS,09/09/2014,20,4DSD,NISSA,T,22190,36550,36570,01/01/20141112 12:00:00 PM,30.0,30,30,346020,T103,AA,1114A,,NY,F,56,HAMILTON PL,,01/05/0001 12:00:00 PM,408,d,,Y,1100A,0800P,GY,,2005,,0,CC3,20A-No Parking (Non-COM),,,,,,,,,,,,-73.9516402,40.8226145,56,HAMILTON PL,,,,,10031.0,1053696.0,dd568e8da66b327e
674,1477,7708399210,EUT8921,NY,PAS,09/11/2014,21,SUBN,ME/BE,T,45590,18750,18770,01/01/20150927 12:00:00 PM,19.0,19,19,347593,T103,B,0741A,,NY,F,1692,YORK AVE,,01/05/0001 12:00:00 PM,408,d1,,Y,0730A,0800A,GY,,2012,,0,B 77,21-No Parking (street clean),,,,,,,,,,,,-73.94561440000001,40.7776941,1692,YORK AVE,,,,,10128.0,1039989.0,f29643998539a058
675,1480,1375151630,FZD6246,NY,PAS,09/24/2014,19,SUBN,FORD,P,13130,56230,81050,01/01/20160509 12:00:00 PM,75.0,75,75,939715,0075,0000,0844A,,K,F,807,ASHFORD ST,,01/05/0001 12:00:00 PM,408,C3,,BBBBBBB,ALL,ALL,BK,0.0,2012,-,0,,,,,,,,,,,,,,-73.8803981,40.662408,807,ASHFORD ST,,,,,11207.0,3132374.0,5190c6fbe7dd5376
676,1483,8017055419,GRF3721,NY,PAS,11/25/2014,21,SUBN,HONDA,T,77530,69230,63030,01/01/20150331 12:00:00 PM,79.0,79,79,347607,T301,L,0853A,,K,F,111,SKILLMAN ST,,01/05/0001 12:00:00 PM,408,d1,,Y  Y,0830A,1000A,BR,,2013,,0,I 31,21-No Parking (street clean),,,,,,,,,,,,-73.95707709999999,40.69505720000001,111,SKILLMAN ST,,,,,11205.0,9204529.0,94d85d83c3c86835
677,1484,7646339015,GDG4860,NY,PAS,11/28/2014,21,4DSD,HYUND,T,16420,40020,42520,01/01/20150101 12:00:00 PM,45.0,45,45,357686,T202,O,0738A,,BX,F,3042,BUHRE AVE,,01/05/0001 12:00:00 PM,408,d1,,Y,0730A,0800A,GY,,2010,,0,D 22,21-No Parking (street clean),,,,,,,,,,,,-73.8308321,40.847407399999994,3042,BUHRE AVE,,,,,10461.0,2099650.0,7b25a8b6b6869711
678,1486,8029222622,GBL6845,NY,PAS,06/20/2015,37,SUBN,TOYOT,T,13610,34310,34330,01/01/20160815 12:00:00 PM,13.0,13,13,361040,T102,K,1244P,1200P,NY,F,1167,BROADWAY,,01/05/0001 12:00:00 PM,408,h1,,Y,0800A,1200A,BL,,2012,144-3571,0,08 6,37-Expired Muni Meter,,,,,,,,,,,,-73.9889553,40.7448732,1167,BROADWAY,,,,,10001.0,5170352.0,1f90c4480bf8af66
679,1489,7228724070,GDB2555,NY,PAS,07/19/2014,38,SUBN,INFIN,T,26230,56730,67030,01/01/20150709 12:00:00 PM,67.0,67,67,361129,T302,D,0245P,,K,F,2837,CHURCH AVE,,01/05/0001 12:00:00 PM,408,h1,,Y,0800A,0700P,WH,,2003,,0,28 3,38-Failure to Display Muni Rec,,,,,,,,,,,,-73.950199,40.6509131,2837,CHURCH AVE,,,,,11226.0,3155631.0,e2805f9fdf50a52e
680,1490,7329470235,GJH4983,NY,PAS,07/03/2014,46,SUBN,NISSA,T,73380,92930,12030,01/01/20150809 12:00:00 PM,75.0,75,75,351966,T301,L,0838A,,K,F,520,RIVERDALE AVE,,01/05/0001 12:00:00 PM,408,f1,,,,,GY,,2010,,0,W 31,46A-Double Parking (Non-COM),,,,,,,,,,,,-73.8968452,40.662637200000006,520,RIVERDALE AVE,,,,,11207.0,3115377.0,2e5523f3f65b5804
681,1491,7806789492,49775MA,NY,COM,05/28/2015,21,DELV,KENWO,T,61090,65490,36590,01/01/20160131 12:00:00 PM,109.0,109,109,357781,T401,Q,0836A,,Q,F,142-42,ROOSEVELT AVE,,01/05/0001 12:00:00 PM,408,d1,,Y,0830A,0900A,RD,,2011,,0,05 4,21-No Parking (street clean),,,,,,,,,,,,-73.82501059999998,40.7607308,142-42,ROOSEVELT AVE,,,,,11354.0,126706.0,0c01a89309ae4835
682,1493,7220681501,59166JL,NY,COM,12/03/2014,21,REFG,HINO,T,11710,35570,35590,01/01/20141231 12:00:00 PM,20.0,20,20,351997,T103,A,0854A,,NY,O,630,AMSTERDAM AVE,,01/05/0001 12:00:00 PM,408,d1,,Y Y Y,0830A,0900A,WH,,2013,,0,G 77,21-No Parking (street clean),,,,,,,,,,,,-73.9730051,40.7907523,630,AMSTERDAM AVE,,,,,10024.0,1029504.0,5cb1bcbe40fefe32
683,3554,8015578887,21253MG,NY,COM,05/04/2015,37,VAN,NISSA,T,11710,35570,35590,01/01/20170228 12:00:00 PM,24.0,24,24,356260,T103,E,1223P,1200P,NY,O,630,AMSTERDAM AVE,,01/01/20150504 12:00:00 PM,408,h1,,Y,0900A,0700P,GY,,2013,103-8119,0,C 77,37-Expired Muni Meter,,,,,,,,,,,,-73.9730051,40.7907523,630,AMSTERDAM AVE,,,,,10024.0,1029504.0,5cb1bcbe40fefe32
684,1497,7247867516,52125MB,NY,COM,04/30/2015,37,VAN,FORD,T,40930,26230,77930,01/01/20150921 12:00:00 PM,70.0,70,70,361784,T302,O,0349P,0341P,K,F,918,FLATBUSH AVE,,01/05/0001 12:00:00 PM,408,h1,,Y,0800A,0700P,WHITE,,2005,304-3024,0,08 3,37-Expired Muni Meter,,,,,,,,,,,,-73.9585961,40.649250099999996,918,FLATBUSH AVE,B,,,,11226.0,5162482.0,8abcf2a592ba6db0
685,1497,7247867516,52125MB,NY,COM,04/30/2015,37,VAN,FORD,T,40930,26230,77930,01/01/20150921 12:00:00 PM,70.0,70,70,361784,T302,O,0349P,0341P,K,F,918,FLATBUSH AVE,,01/05/0001 12:00:00 PM,408,h1,,Y,0800A,0700P,WHITE,,2005,304-3024,0,08 3,37-Expired Muni Meter,,,,,,,,,,,,-73.95860379999999,40.649285299999995,918,FLATBUSH AVE,,,,,11226.0,5162483.0,5bdc5cb94bd18861
686,1500,7428307338,86565MB,NY,COM,10/23/2014,38,VAN,CHEVR,T,45590,18730,18750,01/01/88888888 12:00:00 PM,19.0,19,19,358939,T103,J,1219P,,NY,F,1661,YORK AVE,,01/05/0001 12:00:00 PM,408,h1,,Y,0830A,0700P,WHITE,,2011,,0,55 7,38-Failure to Display Muni Rec,,,,,,,,,,,,-73.9466343,40.776897399999996,1661,YORK AVE,,,,,10128.0,1039514.0,6e0f8c003ee5466f
687,1502,1371258338,43493JUY,NY,PAS,10/10/2014,14,SDN,NISSA,P,13015,15500,28490,01/01/20160831 12:00:00 PM,1.0,1,1,939825,0001,0000,0249P,0245P,,O,80,BEEKMAN ST,,01/01/20141010 12:00:00 PM,408,D,,YYYYYYY,0000A,0000P,WHITE,0.0,0,-,0,,,,,,,,,,,,,,-74.0039553,40.708825399999995,80,BEEKMAN ST,,,,,10038.0,1001161.0,c5daff8eaf976391
688,1505,8013353801,JMV0876,PA,PAS,10/02/2014,21,SUBN,JEEP,T,45120,18520,38620,01/01/20150488 12:00:00 PM,43.0,43,43,358648,T202,B,0859A,,BX,O,2210,LAFAYETTE AVE,,01/05/0001 12:00:00 PM,408,d1,,Y  Y,0830A,1000A,GREY,,0,,0,A 22,21-No Parking (street clean),,,,,,,,,,,,-73.84839509999999,40.8231414,2210,LAFAYETTE AVE,,,,,10473.0,2036699.0,6bf17bfd5f2c13dd
689,1506,7750318598,FPZ1016,NY,PAS,07/04/2014,46,4DSD,NISSA,T,50770,70520,12550,01/01/20150728 12:00:00 PM,43.0,43,43,361107,T202,C,1016A,,BX,F,44,METROPOLITAN OVAL,,01/05/0001 12:00:00 PM,408,f1,,,,,GREY,,2012,,0,04A,46A-Double Parking (Non-COM),,,,,,,,,,,,-73.8599702,40.8376309,44,METROPOLITAN OVAL,,,,,10462.0,2044839.0,8600aafdda42526b
690,1516,7344284741,CY713K,NY,PAS,01/16/2015,20,4DSD,SATUR,T,72130,50630,57030,01/01/20160613 12:00:00 PM,90.0,90,90,357114,T301,E,0310P,,K,F,19,POWERS ST,,01/05/0001 12:00:00 PM,408,d,,YYYYY,0800A,0600P,GY,,0,,0,15 3,20A-No Parking (Non-COM),,,,,,,,,,,,-73.9504004,40.7118697,19,POWERS ST,,,,,11211.0,3089532.0,5de8eb990037a3b7
691,1517,7344284741,CY713K,NY,PAS,01/16/2015,20,4DSD,SATUR,T,72130,50630,57030,01/01/20160613 12:00:00 PM,90.0,90,90,357114,T301,E,0310P,,K,F,19,POWERS ST,,01/05/0001 12:00:00 PM,408,d,,YYYYY,0800A,0600P,GY,,0,,0,15 3,20A-No Parking (Non-COM),,,,,,,,,,,,-73.9504004,40.7118697,19,POWERS ST,,,,,11211.0,3089532.0,5de8eb990037a3b7
692,1523,1374624317,T630828C,NY,SRF,09/19/2014,98,TAXI,LINCO,P,20190,9140,61090,01/01/20150131 12:00:00 PM,115.0,115,115,950859,0115,0000,0436P,,Q,F,39-11,108 ST,,01/05/0001 12:00:00 PM,408,F2,,BBBBBBB,ALL,ALL,BLACK,0.0,2004,-,0,,,,,,,,,,,,,,-73.8588139,40.7512169,39-11,108 ST,,,,,11368.0,50355.0,d687aa8fb233844d
693,1524,1374624317,T630828C,NY,SRF,09/19/2014,98,TAXI,LINCO,P,20190,9140,61090,01/01/20150131 12:00:00 PM,115.0,115,115,950859,0115,0000,0436P,,Q,F,39-11,108 ST,,01/05/0001 12:00:00 PM,408,F2,,BBBBBBB,ALL,ALL,BLACK,0.0,2004,-,0,,,,,,,,,,,,,,-73.8588139,40.7512169,39-11,108 ST,,,,,11368.0,50355.0,d687aa8fb233844d
694,1525,7098440863,49487KA,NY,COM,03/20/2015,38,VAN,FORD,T,24890,18810,18820,01/01/88888888 12:00:00 PM,19.0,19,19,361327,T103,K,1017A,,NY,O,1390,LEXINGTON AVE,,01/05/0001 12:00:00 PM,408,h1,,YYYYY,1000A,0700P,WHITE,,2010,,0,61 7,38-Failure to Display Muni Rec,,,,,,,,,,,,-73.9531548,40.783085299999996,1390,LEXINGTON AVE,,,,,10128.0,1037853.0,38d3a0d5caff061c
695,1527,7739151543,FEX6870,NY,PAS,10/29/2014,37,SUBN,FORD,T,13430,51030,20530,01/01/20141020 12:00:00 PM,84.0,84,84,358630,T301,C,1211P,1203P,K,F,358,ATLANTIC AVE,,01/05/0001 12:00:00 PM,408,h1,,Y,0900A,0700P,GY,,2008,301-3010,0,03 3,37-Expired Muni Meter,,,,,,,,,,,,-73.9865695,40.687442100000005,358,ATLANTIC AVE,,,,,11217.0,3001481.0,b1d5c4dd6020f38b
696,1529,7310198797,DZP6220,NY,PAS,11/05/2014,20,SUBN,CHRYS,T,40930,14230,15910,01/01/20150702 12:00:00 PM,63.0,63,63,361346,T302,D,0430P,,K,O,2019,FLATBUSH AVE,,01/05/0001 12:00:00 PM,408,d,,YYYYYYY,,,RED,,2003,,0,11 3,20A-No Parking (Non-COM),,,,,,,,,,,,-73.93429859999999,40.620474,2019,FLATBUSH AVE,,,,,11234.0,3275546.0,32098d5ad308c5f9
