,Summons Number,Plate ID,Registration State,Plate Type,Issue Date,Violation Code,Vehicle Body Type,Vehicle Make,Issuing Agency,Street Code1,Street Code2,Street Code3,Vehicle Expiration Date,Violation Location,Violation Precinct,Issuer Precinct,Issuer Code,Issuer Command,Issuer Squad,Violation Time,Time First Observed,Violation County,Violation In Front Of Or Opposite,House Number,Street Name,Intersecting Street,Date First Observed,Law Section,Sub Division,Violation Legal Code,Days Parking In Effect    ,From Hours In Effect,To Hours In Effect,Vehicle Color,Unregistered Vehicle?,Vehicle Year,Meter Number,Feet From Curb,Violation Post Code,Violation Description,No Standing or Stopping Violation,Hydrant Violation,Double Parking Violation
4062,1421224707,HGM6951,NY,PAS,04/20/2017,21,SDN,ME/BE,S,5880,8880,8930,20180423,72.0,72,0,590750,KS07,0000,0813A,,K,F,4605,8 AVE,,0,408,D1,,YYYYYYB,0800A,0830A,WHITE,0.0,2013,-,0,,,,,
4063,1411146712,JWN7569,PA,PAS,09/01/2016,21,SUBN,LEXUS,S,74960,9820,7820,0,50.0,50,0,540113,BX08,0000,0810A,,BX,F,160,W 231 STREET,,0,408,D1,,YYYYYYB,0800A,0830A,BLACK,0.0,2017,-,0,,,,,
4064,4634393815,HPM4198,NY,PAS,05/24/2017,36,SUBN,HONDA,V,0,0,0,0,,0,0,0,,,0829A,,QN,,,WB HILLSIDE AVE @ PA,RSONS BLVD,0,1180,B,T,,,,BL,,2017,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4065,1416649694,28512MH,NY,COM,12/15/2016,19,VAN,FRUEH,P,21690,25490,10595,0,7.0,7,7,927636,0007,0000,1055A,,NY,F,573,GRAND ST,,0,408,C3,,BBBBBBB,ALL,ALL,BROWN,0.0,2015,-,0,,,,,
4066,8463517080,BTS5723,NY,PAS,12/12/2016,20,4DSD,HYUND,T,13990,12690,12590,20180722,104.0,104,104,361797,T402,B,0855A,,Q,F,60-14,67th Ave,,0,408,d,,YYYYY,0800A,0600P,LT/,,2005,,0,28 4,20A-No Parking (Non-COM),,,
4067,8506879292,88257MB,NY,COM,06/16/2017,14,DELV,FRUEH,T,13590,0,0,88880088,1.0,1,1,363050,T101,B,0429P,,NY,I,W,Broad St,50ft S/of Beaver St,0,408,c,,YYYYYYY,,,WHITE,,2001,,0,08,14-No Standing,,,
4068,1410030805,HAL6730,NY,PAS,12/08/2016,17,SDN,TOYOT,X,26630,64830,36480,20180112,71.0,71,976,100322,0976,0000,0952A,,K,F,451,CLARKSON AVE,,0,408,D5,,BBBBBBB,0700A,0700P,BK,0.0,2016,-,0,,,,,
4069,4632499924,GKR7106,NY,PAS,04/04/2017,36,4DSD,HONDA,V,0,0,0,0,,0,0,0,,,0136P,,QN,,,NB 164TH ST @ 71ST A,VE,0,1180,B,T,,,,BK,,2013,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4070,7029937041,HCL9757,NY,PAS,11/16/2016,37,SUBN,JEEP,T,5580,19230,80430,20171214,78.0,78,78,358854,T302,H,0222P,0209P,K,F,59,5th Ave,,0,408,h1,,Y,0830A,0700P,BK,,2015,324-9828,0,05 3,37-Expired Muni Meter,,,
4071,8329529526,GMS3521,NY,PAS,10/22/2016,40,4DSD,NISSA,T,23640,23650,18190,20171130,103.0,103,103,345435,Quee,P,0400P,,Q,F,9034,Grace Ct,,0,408,e2,,YYYYYYY,,,GY,,2009,,6,G 42,40-Fire Hydrant,,,
4072,7431977803,GJT3445,NY,PAS,11/20/2016,70,SUBN,SUBAR,T,59990,14390,14290,20161114,112.0,112,112,363116,T402,D,1257P,,Q,F,103-09,Queens Blvd,,0,408,j3,,YYYYYYY,,,BLACK,,2017,,0,01 4,70A-Reg. Sticker Expired (NYS),,,
4073,1420275677,BWM6955,NY,PAS,04/07/2017,40,SDN,SATUR,P,14920,75175,0,20170827,50.0,50,50,944508,0050,0000,0945A,,BX,,,BROADWAY,252 ST,0,408,E2,,BBBBBBB,ALL,ALL,GR,0.0,2007,-,5,,,,,
4074,8366004971,FZW2184,NY,PAS,07/15/2016,37,4DSD,ME/BE,T,0,40404,40404,20180616,114.0,114,114,352045,T803,BB,0845P,0700P,Q,I,,Steinway Lot #1,,0,408,h1,,Y,0700A,1000P,BK,,2009,418-1679,0,A 42,37-Expired Muni Meter,,,
4075,7079005917,DHF9402,NY,PAS,07/20/2016,24,4DSD,CHEVR,T,28870,0,0,20170331,1.0,1,1,358187,T105,H,0242P,,NY,I,S,Pine St,45ft E/of Broadway,0,408,d5,,YYYYY,0700A,0700P,BR,,2006,,0,039,24-No Parking (exc auth veh),,,
4076,8491177218,DHL7712,NC,PAS,02/06/2017,46,4DSD,DODGE,T,19230,0,0,20170088,73.0,73,73,346199,T301,L,1153A,,K,I,N,Bergen St,15ft E/of Troy Ave,0,408,f1,,,,,TAN,,0,,0,A,46A-Double Parking (Non-COM),,,
4077,1412058818,FGE8497,NY,PAS,01/19/2017,21,SUBN,DODGE,S,17370,40404,40404,20170203,13.0,13,0,637063,MN06,0000,1150A,,NY,F,520,E 19TH ST,,0,408,D1,,YBBYBBB,1130A,0100P,GREY,0.0,2014,-,0,,,,,
4078,7078240273,FBX8053,NY,PAS,08/27/2016,37,4DSD,VOLVO,T,15350,32940,14710,20180525,1.0,1,1,357086,T105,E,0225P,0139P,NY,F,154,Church St,,0,408,h1,,Y,0900A,0700P,GL,,2002,111-3050,0,037,37-Expired Muni Meter,,,
4079,7073140082,DT12186,PA,PAS,01/10/2017,38,4DSD,LEXUS,T,28830,14330,14380,20170888,70.0,70,70,364935,T302,K,0504P,,K,O,1851,Coney Island Ave,,0,408,h1,,Y,0800A,0700P,WHITE,,0,,0,05,38-Failure to Display Muni Rec,,,
4080,7385937937,HHC2410,NY,PAS,11/10/2016,21,4DSD,FORD,T,27090,9520,41320,20171004,48.0,48,48,330234,T201,S,0914A,,BX,O,610,E 181st St,,0,408,d1,,Y  Y,0830A,1000A,BK,,2013,,0,E 21,21-No Parking (street clean),,,
4081,8475328891,FHW5523,NY,PAS,01/11/2017,38,4DSD,TOYOT,T,77730,15180,24230,20170225,84.0,84,84,358114,T301,B,0954A,,K,F,221,Smith St,,0,408,h1,,Y,0800A,0700P,BK,,2009,,0,05,38-Failure to Display Muni Rec,,,
4082,8378552731,FZD1779,NY,PAS,01/24/2017,17,4DSD,LEXUS,T,0,0,0,20180822,49.0,49,49,361267,T201,R,0255P,,BX,I,E,Poplar St,55ft N/of Williamsbr,0,408,c4,,YYYYY,0700A,0700P,DK/,,2011,,0,47,17-No Stand (exc auth veh),,,
4083,4635220485,GDP7100,NY,PAS,06/16/2017,36,SUBN,ACURA,V,0,0,0,0,,0,0,0,,,0306P,,BK,,,EB FLATLANDS AVE @ E,LTON ST,0,1180,B,T,,,,BK,,2008,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4084,8474300551,X93EWP,NJ,PAS,10/21/2016,38,SUBN,JEEP,T,37290,64290,9640,88888888,114.0,114,114,363458,Quee,R,1203P,,Q,F,40-13,Broadway,,0,408,h1,,Y,0830A,0700P,WHITE,,0,,0,27 4,38-Failure to Display Muni Rec,,,
4085,7907784116,57373MH,NY,COM,08/11/2016,69,VAN,FORD,T,10610,34470,34490,20161031,14.0,14,14,343455,T501,C,0744A,,NY,O,463,7th Ave,,0,408,h1,,YYYYY,0700A,0400P,RD,,2015,,0,MC 9,69-Failure to Disp Muni Recpt,,,
4086,4628690080,HLF3394,NY,PAS,12/21/2016,36,4DSD,BMW,V,0,0,0,0,,0,0,0,,,0108P,,BK,,,NB PENNSYLVANIA AVE,@ HORNELL LOOP,0,1180,B,T,,,,BK,,2013,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4087,4625012892,HFM8527,NY,PAS,10/13/2016,36,4DSD,HONDA,V,0,0,0,0,,0,0,0,,,1137A,,QN,,,WB QUEENS BLVD @ 56T,H ST,0,1180,B,T,,,,GL,,2016,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4088,8477561620,HHJ7518,NY,PAS,03/18/2017,40,SUBN,HONDA,T,34330,10610,10810,20180720,10.0,10,10,352036,T102,X,1117A,,NY,F,203A,W 28th St,,0,408,e2,,YYYYYYY,,,BK,,2011,,0,A,40-Fire Hydrant,,,
4089,8532817609,HDD6999,NY,PAS,05/25/2017,71,4DSD,NISSA,T,94130,54100,52130,20180313,83.0,83,83,350428,T301,M,0749A,,K,F,303,Woodbine St,,0,408,j6,,YYYYYYY,,,BL,,2004,,0,T,71A-Insp Sticker Expired (NYS),,,
4090,8545052662,HCR8758,NY,PAS,06/14/2017,21,4DSD,ACURA,T,37980,28970,41030,20171101,69.0,69,69,348493,T302,U,0922A,,K,O,1150,E 94th St,,0,408,d1,,Y,0830A,1000A,BL,,2013,,0,39,21-No Parking (street clean),,,
4091,7009920205,NOBOLONY,NY,COM,07/22/2016,46,REFG,PETER,T,25390,18820,18830,20160731,19.0,19,19,361349,T103,R,1021A,1200P,NY,O,1310,Madison Ave,,0,408,F1,,,,,OTHER,,2005,,0,01 7,46B-Double Parking (Com-100Ft),,,
4092,7808367473,HHF4068,NY,OMS,04/01/2017,38,4DSD,HONDA,T,5580,19230,80430,20170930,78.0,78,78,363036,T302,K,1241P,,K,F,64,5th Ave,,0,408,h1,,Y,0830A,0700P,GY,,2017,,0,56,38-Failure to Display Muni Rec,,,
4093,8519223941,HEV3413,NY,PAS,05/05/2017,17,4DSD,CHEVR,T,0,0,0,20180124,26.0,26,26,361343,T103,M,0501P,,NY,O,221,W 105th St,,0,408,c4,,Y,0300A,0800P,RD,,2016,,0,H,17-No Stand (exc auth veh),,,
4094,4623330692,HFF7068,NY,PAS,09/14/2016,36,4DSD,NISSA,V,0,0,0,0,,0,0,0,,,0930A,,BK,,,SB EASTERN PKWY @ TR,UXTON ST,0,1180,B,T,,,,BK,,2007,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4095,4633008122,GPW4488,NY,PAS,04/26/2017,36,SUBN,NISSA,V,0,0,0,0,,0,0,0,,,1213P,,QN,,,WB QUEENS BLVD @ 56T,H ST,0,1180,B,T,,,,BR,,2009,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4096,8093528362,93835ME,NY,COM,09/01/2016,16,VAN,FORD,T,26990,24010,19890,20170331,5.0,5,5,363026,T101,H,0134P,0104P,NY,O,288,Mulberry St,,0,408,k2,,YYYYYYY,,,WH,,2015,,0,58 1,16-No Std (Com Veh) Com Plate,,,
4097,8484107450,40061PC,NY,IRP,02/04/2017,84,TK,INTER,T,17450,13610,25390,20170430,13.0,13,13,363915,T102,A,0710A,,NY,F,16,E 23rd St,,0,408,k7,,YYYYYYY,,,BL,,2014,,0,E,84-Platform lifts in low posit,,,
4098,1406917230,67315MG,NY,COM,08/31/2016,46,DELV,FORD,P,6380,9080,9130,20170228,66.0,66,66,945622,0066,0000,0521P,,K,F,5015,13 AVE,,0,408,F7,,BBBBBBB,ALL,ALL,WHITE,0.0,2015,-,0,,,,,
4099,8481813175,JRT8186,PA,PAS,03/11/2017,38,4DSD,FORD,T,34650,10410,10510,88880088,14.0,14,14,355437,T106,I,1259P,,NY,F,42,W 44th St,,0,408,h1,,Y,0800A,1200A,BLACK,,0,,0,21,38-Failure to Display Muni Rec,,,
4100,8090019742,A78MJ5,MA,PAS,10/27/2016,21,4DSD,VOLVO,T,11910,16310,29890,20160588,7.0,7,7,361799,T101,B,0909A,,NY,F,85,Attorney St,,0,408,d1,,Y  Y,0900A,1030A,BLACK,,0,,0,12 1,21-No Parking (street clean),,,
4101,8048693008,DMF9091,NY,PAS,07/14/2016,21,4DSD,HONDA,T,17430,10110,10010,20180326,13.0,13,13,356521,T102,A,0937A,,NY,O,310,E 22nd St,,0,408,d1,,Y  Y,0930A,1100A,BLACK,,2006,,0,F 17,21-No Parking (street clean),,,
4102,5093973270,CMJ7251,NY,PAS,10/20/2016,7,CONV,AUDI,V,0,0,0,0,,0,0,0,,,0549A,,MN,,,12TH AVE (S/B) @ 34T,H ST,0,1111,D,T,,,,BK,,2007,,0,,FAILURE TO STOP AT RED LIGHT,,,
4103,7958680788,GLS3566,PA,PAS,03/30/2017,38,SUBN,SUBAR,T,39800,27200,23100,20170688,122.0,122,122,363098,T303,E,0330P,,R,F,299A,New Dorp Ln,,0,408,h1,,Y,0900A,0500P,OTHER,,0,,0,03-P,38-Failure to Display Muni Rec,,,
4104,1399540993,GPN6801,NY,PAS,10/02/2016,20,SDN,MAZDA,P,0,0,0,20180428,110.0,110,3,160468,0003,0000,0434P,,Q,,,FLUSHING MEADOW,LOT 9,0,408,D,,BBBBBBB,ALL,ALL,WHITE,0.0,2009,-,0,,,,,
4105,1423470084,GZK1370,NY,PAS,06/19/2017,70,SDN,ME/BE,P,42330,24245,11800,20170618,84.0,84,110,347461,T110,0000,1027A,,K,O,100,FRONT ST,,0,408,J6,,BBBBBBB,ALL,ALL,GRY,0.0,2013,-,0,,,,,
4106,1422561070,3SL645,MA,PAS,05/30/2017,21,SUBN,NISSA,S,19330,24890,10210,0,25.0,25,0,540131,MN11,0000,1145A,,NY,O,181,E 119 ST,,0,408,D1,,BYBBYBB,1130A,0100P,BLACK,0.0,0,-,0,,,,,
4107,8183565876,44617JW,NY,COM,03/08/2017,40,DELV,FRUEH,T,14080,35380,35430,88888888,70.0,70,70,363964,T302,R,1032A,,K,F,1317,Avenue J,,0,408,e2,,YYYYYYY,,,BROWN,,2007,,0,02,40-Fire Hydrant,,,
4108,8482714363,6P67D,NY,OMT,03/11/2017,50,TAXI,TOYOT,T,0,0,0,20180131,14.0,14,14,364822,T102,K,1228P,,NY,I,W,7th Ave,0ft S/of W 33rd St,0,408,e5,,YYYYYYY,,,YW,,2013,,0,18,50-Crosswalk,,,
4109,4622980320,HAU6311,NY,PAS,08/19/2016,36,SUBN,ME/BE,V,0,0,0,0,,0,0,0,,,0859A,,BK,,,NB WILLIAMS AV GLENW,OOD RD - WILL PL,0,1180,B,T,,,,GY,,2011,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4110,8508051670,EUM1110,NY,PAS,01/21/2017,14,4DSD,PONTI,T,31990,0,0,20171130,6.0,6,6,361359,T101,G,0410P,,NY,I,E,Sullivan St,10ft N/of W 3rd St,0,408,c,,YYYYYYY,,,GY,,2010,,0,67,14-No Standing,,,
4111,7873340510,60987MC,NY,COM,12/13/2016,69,VAN,CHEVR,T,34570,0,0,88888888,14.0,14,14,362203,T506,F,1258P,,NY,I,N,W 40th St,95ft E/of Broadway,0,408,h1,,YYYYY,1000A,0400P,WHITE,,2012,,0,11 6,69-Failure to Disp Muni Recpt,,,
4112,8051583486,V30HBM,NJ,PAS,12/10/2016,21,4DSD,AUDI,T,13610,0,0,88888888,20.0,20,20,343918,T103,A,0806A,,NY,I,W,Broadway,20ft S/of W 83rd St,0,408,d1,,Y,0800A,0830A,WHITE,,0,,0,CCB,21-No Parking (street clean),,,
4113,8349535969,FWZ5958,NY,PAS,10/19/2016,40,4DSD,VOLKS,T,19990,36490,36510,20180304,32.0,32,32,353406,T103,AA,0856A,,NY,F,36,Edgecombe Ave,,0,408,e2,,YYYYYYY,,,BL,,2003,,7,F 77,40-Fire Hydrant,,,
4114,8478370341,HMT1236,NY,PAS,03/12/2017,19,4DSD,HONDA,T,54580,9540,9590,20181116,109.0,109,109,358919,T401,J,0950A,,Q,O,41-12A,Main St,,0,408,c3,,YYYYYYY,,,BK,,2017,,0,04,19-No Stand (bus stop),,,
4115,8521101247,FPJ7546,NY,PAS,02/14/2017,40,4DSD,CADIL,T,36650,15910,11710,20171003,32.0,32,32,362172,T103,M,0424P,,NY,F,468,W 144th St,,0,408,e2,,YYYYYYY,,,GY,,0,,7,O,40-Fire Hydrant,,,
4116,8486817894,GRV1035,NY,PAS,01/11/2017,37,SUBN,SUBAR,T,0,40404,40404,20180619,108.0,108,108,362541,T401,R,0205P,1259P,Q,I,,Sunnyside Lot,,0,408,h1,,Y,0800A,1000P,BL,,2014,472-3016,0,36,37-Expired Muni Meter,,,
4117,5094942359,P63EGZ,NJ,PAS,01/05/2017,7,4 DR,TOYOT,V,0,0,0,0,,0,0,0,,,0101P,,BK,,,ATLANTIC AVE (W/B) @,KINGSTON AVE,0,1111,D,T,,,,BLK,,2010,,0,,FAILURE TO STOP AT RED LIGHT,,,
4118,8538013312,HNR5806,NY,PAS,06/12/2017,40,4DSD,INFIN,T,13430,77730,51030,20190209,84.0,84,84,357325,T301,C,1058A,,K,O,294,Atlantic Ave,,0,408,e2,,YYYYYYY,,,WH,,2013,,5,05,40-Fire Hydrant,,,
4119,8383522903,DWB6862,NY,PAS,12/22/2016,21,4DSD,TOYOT,T,21125,9600,12425,20181022,45.0,45,45,355086,T202,S,0902A,,BX,O,100,Co Op City Blvd,,0,408,d1,,Y,0830A,1000A,GY,,2007,,0,D 22,21-No Parking (street clean),,,
4120,8407509437,EKC8888,NY,PAS,11/01/2016,70,4DSD,TOYOT,T,20640,22890,21690,20161022,5.0,5,5,361367,T101,C,0342P,,NY,O,86,Forsyth St,,0,408,j3,,YYYYYYY,,,GY,,2004,,0,39 1,70A-Reg. Sticker Expired (NYS),,,
4121,8529920077,GSG7331,NY,PAS,05/29/2017,20,SUBN,CHEVR,T,8920,59525,26910,20181031,46.0,46,46,365377,T201,C,0457A,,BX,O,1794,Anthony Ave,,0,408,d,,YYYYYYY,,,WHITE,,2005,,0,Z,20A-No Parking (Non-COM),,,
4122,7369744954,GTS2733,NY,PAS,08/22/2016,53,PICK,DODGE,T,24730,0,0,20161009,88.0,88,88,347607,T301,L,0159P,,K,I,W,Carlton Ave,10ft S/of Park Ave,0,408,f6,,,,,WH,,2016,,0,J 31,53-Safety Zone,,,
4123,8496300353,W26DUB,NJ,PAS,05/11/2017,40,4DSD,FORD,T,0,0,0,88880088,88.0,88,88,362616,T301,C,0359P,,K,F,797,Atlantic Ave,,0,408,e2,,YYYYYYY,,,GREY,,0,,0,09,40-Fire Hydrant,,,
4124,7385940195,GNH3048,NY,PAS,11/20/2016,40,4DSD,LEXUS,T,0,0,0,20180403,46.0,46,46,330234,T201,S,0534A,,BX,I,W,Montgomery Ave,40ft S/of Popham Ave,0,408,e2,,YYYYYYY,,,BL,,2002,,3,F 21,40-Fire Hydrant,,,
4125,1400900761,KDM8445,PA,PAS,01/12/2017,21,SDN,ACURA,S,60790,33910,33940,0,100.0,100,0,538169,QE14,0000,0843A,,Q,O,114-07,ROCKAWAY BEACH BLVD,,0,408,D1,,BBBYBBB,0830A,1000A,BLACK,0.0,0,-,0,,,,,
4126,8240550060,HBX1589,NY,PAS,04/26/2017,20,4DSD,LEXUS,T,47290,10740,58360,20171206,104.0,104,104,363074,T402,R,0305P,,Q,F,5000,Grand Ave,,0,408,d,,YYYYY,0800A,0600P,GR,,2005,,0,A,20A-No Parking (Non-COM),,,
4127,8541100042,924066N,NY,PAS,04/28/2017,70,SUBN,ME/BE,T,27675,38243,25535,88880088,121.0,121,121,355111,T303,X,0737A,,R,O,95,Essex Dr,,0,408,j3,,YYYYYYY,,,BLACK,,2017,,0,01-A,70-Reg. Sticker Missing (NYS),,,
4128,5092863523,HZV6354,PA,PAS,08/04/2016,7,SDN,MINI,V,0,0,0,0,,0,0,0,,,1009P,,MN,,,WEST END AVE (S/B) @,66TH ST,0,1111,D,T,,,,,,2012,,0,,FAILURE TO STOP AT RED LIGHT,,,
4129,8486683567,GYV4051,TX,PAS,03/16/2017,14,4DSD,HYUND,T,20590,8440,8790,20170088,115.0,115,115,349562,T401,M,0713A,,Q,O,34-32,112th St,,0,408,c,,YYYYY,0700A,0400P,OTHER,,0,,0,P,14-No Standing,,,
4130,5093715440,CLD2142,NY,PAS,10/01/2016,7,SUBN,LEXUS,V,0,0,0,0,,0,0,0,,,0723A,,MN,,,WEST END AVE (S/B) @,66TH ST,0,1111,D,T,,,,BK,,2016,,0,,FAILURE TO STOP AT RED LIGHT,,,
4131,8034556750,B53EUH,NJ,PAS,02/02/2017,19,SUBN,CHEVR,T,0,0,0,88888888,42.0,42,42,340075,T201,N,1141A,,BX,I,S,Claremont Pky,040ft E/of Webster A,0,408,c3,,YYYYYYY,,,RED,,0,,0,O,19-No Stand (bus stop),,,
4132,1414337334,8AVGU5,CT,999,05/20/2017,27,,,K,0,40404,40404,0,110.0,110,3,160305,0003,0000,0556P,,Q,,,FLUSHING MEADOW CORO,,0,408,E3,,BBBBBBB,ALL,ALL,GREY,0.0,0,-,0,,,,,
4133,4634812101,HDT4677,NY,PAS,06/05/2017,36,4DSD,VOLKS,V,0,0,0,0,,0,0,0,,,1122A,,MN,,,NB ADAM CLAYTN PWL J,R BV W147 ST - W151,0,1180,B,T,,,,GY,,2013,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4134,8175042291,60376MD,NY,COM,10/11/2016,38,DELV,FRUEH,T,10730,5430,5580,88888888,68.0,68,68,350416,T302,I,0305P,,K,F,481,83rd St,,0,408,h1,,Y,0800A,0700P,BROWN,,2014,,0,21 3,38-Failure to Display Muni Rec,,,
4135,8505551783,91662MC,NY,COM,01/13/2017,14,VAN,ISUZU,T,26790,27990,28590,88888888,5.0,5,5,361841,T105,C,0327P,,NY,F,33,Mott St,,0,408,c,,YYYYYYY,,,BROWN,,2012,,0,073,14-No Standing,,,
4136,8464542574,GYK6297,NY,PAS,04/01/2017,40,SUBN,NISSA,T,24140,35780,35780,20170702,107.0,107,107,345317,T402,X,0628A,,Q,F,6588,162nd St,,0,408,e2,,YYYYYYY,,,GY,,2012,,4,G,40-Fire Hydrant,,,
4137,8065020434,68909JZ,NY,COM,09/20/2016,42,VAN,GMC,T,18090,24890,10210,20180831,17.0,17,17,353070,T503,E1,0118P,,NY,F,139,E 55th St,,0,408,h1,,YYYYY,0700A,0600P,BL,,2010,143-3254,0,F 77,42-Exp. Muni-Mtr (Com. Mtr. Z),,,
4138,8529966521,ACD3762,NY,PAS,05/16/2017,71,4DSD,TOYOT,T,60430,12550,12550,20170408,45.0,45,45,365329,T201,C,0429P,,BX,O,3295,Radio Dr,,0,408,j6,,YYYYYYY,,,BK,,2005,,0,T,71A-Insp Sticker Expired (NYS),,,
4139,8486350980,AG91560,AZ,PAS,11/30/2016,14,SUBN,FORD,T,34710,10410,10510,19880088,18.0,18,18,355705,T106,A,0923A,,NY,F,26,W 47th St,,0,408,c,,YYYYY,0700A,0200P,WHITE,,0,,0,E 17,14-No Standing,,,
4140,7394302970,T687373C,NY,OMT,10/12/2016,20,SUBN,TOYOT,T,0,0,0,20170131,48.0,48,48,362552,T201,I,0401P,,BX,I,N,E 189th St,50ft W/of 3rd Ave,0,408,d,,Y,0700A,0600P,BK,,2016,,0,46 2,20A-No Parking (Non-COM),,,
4141,4622958510,KCA6804,PA,PAS,08/18/2016,36,SDN,LINCO,V,0,0,0,0,,0,0,0,,,0854A,,BK,,,SB BOERUM PL @ SCHER,MERHORN ST,0,1180,B,T,,,,,,2016,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4142,8479003261,89518MA,NY,COM,12/09/2016,69,VAN,FORD,T,17770,24890,10210,0,17.0,17,17,359619,T102,J,0742A,1200P,NY,F,146,E 39th St,,0,408,h1,,Y,0700A,0700P,BL,,2011,,0,07 6,69-Failure to Disp Muni Recpt,,,
4143,8312028924,63140MH,NY,COM,10/07/2016,37,VAN,GMC,T,17550,10210,10110,20171006,13.0,13,13,363058,T102,K,0247P,0202P,NY,F,242,E 28th St,,0,408,h1,,Y,0900A,0700P,WH,,2009,104-3034,0,22 6,37-Expired Muni Meter,,,
4144,1412403455,GRS4025,NY,PAS,07/19/2016,21,SUBN,FORD,S,68090,12990,13140,20160710,104.0,104,0,885851,QW05,0000,0749A,,Q,F,63-14,WOODHAVEN BLVD,,0,408,D1,,BYBBYBB,0730A,0800A,WHITE,0.0,2008,-,0,,,,,
4145,8492063282,S54CCH,NJ,PAS,03/02/2017,46,4DSD,HYUND,T,8730,5280,5430,88888888,72.0,72,72,358849,T302,M,1125A,,K,O,335,43rd St,,0,408,f1,,,,,WHITE,,0,,0,J,46A-Double Parking (Non-COM),,,
4146,1413588141,HDV5481,NY,PAS,01/30/2017,40,SUBN,JEEP,P,36830,26230,77930,20180307,67.0,67,67,950056,0067,0000,0724P,,K,F,447,E 45 ST,,0,408,J3,,BBBBBBB,ALL,ALL,GRAY,0.0,2001,-,0,,,,,
4147,8283041265,GPK9577,NY,PAS,10/04/2016,71,4DSD,CHRYS,T,18340,21135,12550,20180827,45.0,45,45,361107,T202,N,0642A,,BX,F,140,Carver Loop,,0,408,j6,,YYYYYYY,,,SILVE,,0,,0,I 22,71A-Insp Sticker Expired (NYS),,,
4148,8050535009,GEP8830,NY,PAS,07/10/2016,71,4DSD,FORD,T,18550,10210,10110,20170331,19.0,19,19,358126,T103,E,0819A,,NY,F,221,E 78th St,,0,408,j6,,YYYYYYY,,,BK,,2013,,0,15 7,71A-Insp Sticker Expired (NYS),,,
4149,8473321236,M26GFF,NJ,PAS,12/22/2016,40,SUBN,FORD,T,14530,0,0,88888888,62.0,62,62,351343,T302,L,0718A,,K,I,N,Avenue S,20ft W/of W 8th St,0,408,e2,,YYYYYYY,,,WHITE,,0,,1,W 32,40-Fire Hydrant,,,
4150,4627319320,AG91168,AZ,PAS,11/23/2016,36,VN,FORD,V,0,0,0,0,,0,0,0,,,1011A,,BK,,,NB KINGS HWY @ E 94T,H ST,0,1180,B,T,,,,,,2016,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4151,8487338549,V39ENL,NJ,PAS,03/30/2017,40,SUBN,JEEP,T,8690,8390,8540,88888888,114.0,114,114,352994,T401,K,1150A,,Q,F,33-17,36th Ave,,0,408,e2,,YYYYYYY,,,BLACK,,0,,6,52-A,40-Fire Hydrant,,,
4152,8129060590,HCX9493,NY,PAS,07/16/2016,21,4DSD,HONDA,T,29320,69820,43820,20171129,52.0,52,52,359331,T201,M,0843A,,BX,F,245,E Gun Hill Rd,,0,408,d1,,Y,0830A,0900A,WH,,2016,,0,52 2,21-No Parking (street clean),,,
4153,1416305087,GLV2770,NY,PAS,01/24/2017,40,SDN,VOLKS,P,10330,40404,40404,20171216,62.0,62,62,957519,0062,0000,0816A,,K,F,7502,BAYRIDGE PKWY,,0,408,E3,,BBBBBBB,ALL,ALL,WH,0.0,2017,-,0,,,,,
4154,8076575850,DDF3246,NY,PAS,01/24/2017,21,4DSD,HONDA,T,19310,10210,10110,20181230,23.0,23,23,348515,T103,B,1143A,,NY,O,249,E 118th St,,0,408,d1,,Y  Y,1130A,0100P,GY,,2001,,0,CC4,21-No Parking (street clean),,,
4155,8491516104,GMW2402,NY,PAS,01/25/2017,37,4DSD,NISSA,T,61830,48830,27530,20180206,84.0,84,84,357358,T301,M,0149P,1200P,K,F,146,Montague St,,0,408,h1,,Y,0800A,0700P,BL,,2017,301-3546,0,02,37-Expired Muni Meter,,,
4156,7025518979,41990JX,NY,COM,07/06/2016,48,VAN,FORD,T,29620,22320,20220,20171130,48.0,48,48,330766,T201,C,1155A,,BX,F,708,E Tremont Ave,,0,408,e9,,,,,WH,,2008,,0,07 2,48-Bike Lane,,,
4157,8566101285,GMS6511,NY,PAS,05/06/2017,74,4DSD,TOYOT,T,0,0,0,20180429,114.0,114,114,352045,T803,BB,1008P,,Q,F,23-07,37th Ave,,0,408,j2,,YYYYYYY,,,GY,,2009,,0,A,74A-Improperly Displayed Plate,,,
4158,8486511240,FWM2740,NY,PAS,06/03/2017,31,SUBN,GMC,T,10810,34470,34490,20180423,14.0,14,14,349537,T106,X,1005A,,NY,F,500,8th Ave,,0,408,l3,,Y,0700A,0700P,GY,,2013,,0,30,31-No Stand (Com. Mtr. Zone),,,
